,Company,Location,Global Company Size,Industry,Salaries,Jobs,Rating,Reviews
910,Experis India,"Block GP, Plot J-3, Sector V, Bidhannagar, Kolkata, West Bengal ",501 to 1000 Employees,HR Consulting,101Salaries,1.8LJobs,3.1★,951Reviews
911,Sky,24 office locations,10000+ Employees,Broadcast Media,26Salaries,1.5TJobs,3.9★,4.5TReviews
912,LSEG (London Stock Exchange Group),13 office locations,10000+ Employees,Stock Exchanges,81Salaries,1.8TJobs,3.9★,1.2TReviews
913,Intelenet,10 office locations,10000+ Employees,Advertising & Public Relations,184Salaries,--Jobs,3.8★,823Reviews
914,Aristocrat Technologies,9 office locations,1001 to 5000 Employees,Computer Hardware Development,116Salaries,525Jobs,4.1★,788Reviews
915,Nordstrom,"1700 7th Ave., Ste. 1500,  Seattle WA 98101 ",10000+ Employees,"Department, Clothing & Shoe Stores",16Salaries,3.6TJobs,3.7★,21TReviews
916,Attra,2 office locations,1001 to 5000 Employees,Information Technology Support Services,271Salaries,27Jobs,3.8★,580Reviews
917,CNH Industrial,24 office locations,10000+ Employees,Machinery Manufacturing,45Salaries,857Jobs,3.9★,2.4TReviews
918,iPlace,4 office locations,501 to 1000 Employees,HR Consulting,82Salaries,12Jobs,4.1★,778Reviews
919,GLG,12 office locations,1001 to 5000 Employees,Membership Organisations,79Salaries,131Jobs,3.6★,1.5TReviews
920,Shopee,7 office locations,5001 to 10000 Employees,Internet & Web Services,33Salaries,970Jobs,3.8★,5.8TReviews
921,Cornerstone OnDemand,8 office locations,1001 to 5000 Employees,Enterprise Software & Network Solutions,56Salaries,296Jobs,3.9★,1.4TReviews
922,Verifone,20 office locations,5001 to 10000 Employees,Computer Hardware Development,128Salaries,275Jobs,3.3★,1.1TReviews
923,Schaeffler,14 office locations,10000+ Employees,Machinery Manufacturing,33Salaries,398Jobs,3.8★,1.8TReviews
924,KBR,31 office locations,10000+ Employees,Aerospace & Defence,21Salaries,1.9TJobs,3.9★,2.5TReviews
925,LG Soft India,"Headquarters in Bangalore, India",1001 to 5000 Employees,Information Technology Support Services,298Salaries,3Jobs,3.5★,632Reviews
926,Titan Company,"Headquarters in Bangalore, India",5001 to 10000 Employees,Consumer Product Manufacturing,246Salaries,7Jobs,4.3★,693Reviews
927,Teva Pharmaceuticals,12 office locations,10000+ Employees,Biotech & Pharmaceuticals,32Salaries,692Jobs,3.7★,2.2TReviews
928,Raytheon Technologies,25 office locations,10000+ Employees,Aerospace & Defence,25Salaries,85Jobs,3.8★,7TReviews
929,Bombardier,27 office locations,10000+ Employees,Aerospace & Defence,51Salaries,673Jobs,3.7★,3.6TReviews
930,Landis+Gyr,9 office locations,5001 to 10000 Employees,Electronics Manufacturing,123Salaries,405Jobs,3.8★,924Reviews
931,Sapiens,38 office locations,5001 to 10000 Employees,Enterprise Software & Network Solutions,227Salaries,212Jobs,3.7★,706Reviews
932,British Council,9 office locations,5001 to 10000 Employees,"Civic, Welfare & Social Services",38Salaries,167Jobs,3.8★,2.1TReviews
933,Schindler,22 office locations,1001 to 5000 Employees,Architectural & Engineering Services,86Salaries,930Jobs,3.7★,1.3TReviews
934,Angel One,"Headquarters in Mumbai, India",1001 to 5000 Employees,Investment & Asset Management,189Salaries,52Jobs,4.2★,747Reviews
935,ICF,25 office locations,5001 to 10000 Employees,Business Consulting,60Salaries,609Jobs,3.7★,2TReviews
936,F5,17 office locations,5001 to 10000 Employees,Computer Hardware Development,42Salaries,231Jobs,4.2★,1.5TReviews
937,Quinnox,5 office locations,1001 to 5000 Employees,Information Technology Support Services,252Salaries,18Jobs,3.7★,560Reviews
938,Quest Diagnostics,31 office locations,10000+ Employees,Healthcare Services & Hospitals,26Salaries,4.7TJobs,3.6★,4.4TReviews
939,iQor,27 office locations,10000+ Employees,HR Consulting,23Salaries,66Jobs,3.4★,2.3TReviews
940,Alcon,19 office locations,10000+ Employees,Biotech & Pharmaceuticals,24Salaries,576Jobs,3.9★,2.2TReviews
941,GeBBS Healthcare Solutions,"Los Angeles, CA",10000+ Employees,Healthcare Services & Hospitals,124Salaries,20Jobs,4.0★,768Reviews
942,Not Listed,"Headquarters in Toronto, Canada",51 to 200 Employees,N/A,145Salaries,--Jobs,3.8★,588Reviews
943,Arrow Electronics,26 office locations,10000+ Employees,Electronics Manufacturing,20Salaries,1.7TJobs,3.5★,2.2TReviews
944,Goodyear,"Headquarters in Akron, OH",10000+ Employees,Machinery Manufacturing,40Salaries,2.6TJobs,3.8★,2.3TReviews
945,Ramboll,8 office locations,10000+ Employees,Construction,104Salaries,1.6TJobs,4.0★,955Reviews
946,NSEIT,5 office locations,1001 to 5000 Employees,Information Technology Support Services,169Salaries,45Jobs,3.5★,645Reviews
947,Amelia,9 office locations,1001 to 5000 Employees,Enterprise Software & Network Solutions,32Salaries,33Jobs,3.2★,933Reviews
948,US Air Force,40 office locations,10000+ Employees,National Services & Agencies,9Salaries,760Jobs,4.1★,24.3TReviews
949,Fragomen,19 office locations,1001 to 5000 Employees,Law Firms,53Salaries,195Jobs,3.7★,1.6TReviews
950,Varian Medical Systems,21 office locations,5001 to 10000 Employees,Biotech & Pharmaceuticals,59Salaries,326Jobs,4.0★,1.1TReviews
951,Guardian Life,19 office locations,5001 to 10000 Employees,Insurance Carriers,106Salaries,216Jobs,3.8★,1.2TReviews
952,Securitas,28 office locations,10000+ Employees,Security & Protective,10Salaries,9TJobs,3.2★,5.4TReviews
953,NHS,34 office locations,10000+ Employees,Insurance Carriers,13Salaries,14.2TJobs,3.8★,9.5TReviews
954,JK Tech,8 office locations,1001 to 5000 Employees,Information Technology Support Services,237Salaries,40Jobs,4.0★,528Reviews
955,Condé Nast,14 office locations,1001 to 5000 Employees,Publishing,61Salaries,115Jobs,3.7★,1.6TReviews
956,Unknowns,"Headquarters in Paris, France",1 to 50 Employees,N/A,119Salaries,--Jobs,3.8★,599Reviews
957,Hudson's Bay Company,2 office locations,10000+ Employees,"Department, Clothing & Shoe Stores",46Salaries,294Jobs,3.5★,2.6TReviews
958,Equifax,34 office locations,10000+ Employees,Research & Development,69Salaries,313Jobs,3.8★,2.4TReviews
959,People Tech Group,6 office locations,1001 to 5000 Employees,Information Technology Support Services,108Salaries,--Jobs,3.4★,586Reviews
960,Compass Group,6 office locations,10000+ Employees,Catering & Food Service Contractors,23Salaries,11.1TJobs,3.5★,4.1TReviews
961,Crowe,25 office locations,1001 to 5000 Employees,Accounting & Tax,29Salaries,2.8TJobs,3.9★,2.5TReviews
962,EFI,10 office locations,1001 to 5000 Employees,Computer Hardware Development,137Salaries,152Jobs,3.5★,851Reviews
963,Aker Solutions,18 office locations,10000+ Employees,Energy & Utilities,49Salaries,11Jobs,4.1★,1.4TReviews
964,Herbalife,4 office locations,5001 to 10000 Employees,Beauty & Wellness,58Salaries,112Jobs,4.1★,1.8TReviews
965,Tetra Pak,25 office locations,10000+ Employees,Machinery Manufacturing,55Salaries,284Jobs,4.2★,1.7TReviews
966,Acuity Knowledge Partners,8 office locations,1001 to 5000 Employees,Research & Development,389Salaries,121Jobs,3.7★,673Reviews
967,Jabil,37 office locations,10000+ Employees,Electronics Manufacturing,8Salaries,2.9TJobs,3.8★,3.1TReviews
968,Etech,8 office locations,1001 to 5000 Employees,HR Consulting,129Salaries,87Jobs,3.8★,668Reviews
969,Zebra Technologies,22 office locations,5001 to 10000 Employees,Computer Hardware Development,89Salaries,453Jobs,4.0★,1.3TReviews
970,State Farm,28 office locations,10000+ Employees,Insurance Carriers,14Salaries,23.5TJobs,3.7★,15.4TReviews
971,Intertek,25 office locations,10000+ Employees,Research & Development,37Salaries,16Jobs,3.1★,2.1TReviews
972,Mindfire Solutions,"Bhubaneshwar, OR",51 to 200 Employees,Computer Hardware Development,387Salaries,31Jobs,4.3★,575Reviews
973,Cloudera,37 office locations,1001 to 5000 Employees,Enterprise Software & Network Solutions,40Salaries,80Jobs,4.2★,833Reviews
974,Lodha,3 office locations,1001 to 5000 Employees,Real Estate,145Salaries,--Jobs,4.5★,777Reviews
975,Shriram Transport Finance,"Headquarters in Mumbai, India",10000+ Employees,Banking & Lending,262Salaries,3Jobs,3.5★,627Reviews
976,Jade Global,4 office locations,501 to 1000 Employees,Information Technology Support Services,84Salaries,140Jobs,4.2★,609Reviews
977,Dentsu International,26 office locations,5001 to 10000 Employees,Advertising & Public Relations,63Salaries,728Jobs,3.5★,1.6TReviews
978,Saama Technologies,9 office locations,1001 to 5000 Employees,Biotech & Pharmaceuticals,204Salaries,19Jobs,4.1★,548Reviews
979,Xavient,10 office locations,1001 to 5000 Employees,Information Technology Support Services,118Salaries,--Jobs,3.5★,497Reviews
980,Tata AIG General Insurance,"Headquarters in Mumbai, India",1001 to 5000 Employees,Insurance Carriers,235Salaries,--Jobs,3.6★,643Reviews
981,Wns Global Services,"Headquarters in Gurgaon, India",10000+ Employees,N/A,322Salaries,--Jobs,3.6★,665Reviews
982,Hotstar,3 office locations,501 to 1000 Employees,Internet & Web Services,103Salaries,59Jobs,3.4★,311Reviews
983,Red Bull,27 office locations,10000+ Employees,Food & Beverage Manufacturing,18Salaries,2TJobs,4.3★,3.1TReviews
984,Advanced,10 office locations,1001 to 5000 Employees,Information Technology Support Services,97Salaries,305Jobs,3.6★,952Reviews
985,OPPO,"Headquarters in Gurgaon, India",1001 to 5000 Employees,N/A,161Salaries,45Jobs,3.4★,858Reviews
986,Robert Half,25 office locations,10000+ Employees,HR Consulting,24Salaries,20.6TJobs,4.0★,11.3TReviews
